Station Name: Dublin_Airport
Station Height: 71 M 
Latitude:53.428  ,Longitude: -6.241


maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)	
rain: -	  Precipitation Amount (mm)
cbl:  -   Mean CBL Pressure (hpa)
wdsp: -	  Mean Wind Speed (knot)
hm:  -	  Highest ten minute mean wind speed (knot)		                 
ddhm: -	  Mean Wind Direction over 10 minutes at time of highest 10 minute mean (degree)                  
hg:  -	  Highest Gust (knot)
sun: -	  Sunshine duration (hours)
dos: -	  Dept of Snow (cm)
g_rad  -  Global Radiation (j/cm sq.) 
soil   -  Mean 10cm Soil Temperature (C)
i: -	  Indicator

date,imax,maxtp,imin,mintp,irain,rain,cbl,wdsp,ihm,hm,iddhm,ddhm,ihg,hg,sun,dos,g_rad,soil 
18-may-2006,0,15.8,0,10.2,0,4.9,984.7,17.2,0,27,0,200,0,38,6.1,0,1329,12.275 
19-may-2006,0,16.4,0,9.8,0,4.3,983.4,15.3,0,27,0,250,0,37,5.1,0,1588,12.700 
20-may-2006,0,14.7,0,6.3,0,2.4,982.7,10.5,0,20,0,330,0,28,5.7,0,1594,12.975 
21-may-2006,0,11.3,0,6.5,0,22.9,982.2,10.7,0,21,0,70,0,30,0.0,0,317,10.925 
22-may-2006,0,11.4,0,3.4,0,1.9,986.8,13.1,0,23,0,330,0,34,3.7,0,1111,10.375 
23-may-2006,0,12.4,0,1.3,0,5.5,998.8,13.5,0,22,0,240,0,31,5.9,0,1761,9.850 
24-may-2006,0,14.3,0,5.4,0,3.7,1000.3,12.3,0,23,0,260,0,29,12.0,0,2332,11.000 
25-may-2006,0,15.1,0,3.8,0,0.9,1004.3,5.9,0,12,0,140,0,18,9.0,0,2172,12.450 
26-may-2006,0,18.3,0,10.6,0,8.0,1004.2,16.7,0,28,0,260,0,35,5.2,0,1685,14.250 
27-may-2006,0,17.9,0,9.2,0,0.7,1008.6,16.7,0,28,0,260,0,36,5.2,0,1726,13.700 
28-may-2006,0,15.1,0,6.2,0,0.2,1012.0,12.1,0,16,0,280,0,24,2.1,0,1488,12.900 
29-may-2006,0,14.2,0,5.1,0,0.1,1012.2,14.3,0,23,0,320,0,33,12.6,0,2272,12.225 
30-may-2006,0,14.4,0,4.0,0,0.0,1016.9,11.8,0,19,0,330,0,27,13.0,0,2111,11.975 
31-may-2006,0,16.3,0,1.8,0,0.0,1018.5,6.3,0,11,0,320,0,17,14.2,0,2787,13.325 
01-jun-2006,0,20.4,0,6.6,3,0.0,1020.7,8.8,0,14,0,270,0,19,14.1,0,2837,15.850 
02-jun-2006,0,20.1,0,6.4,3,0.0,1022.5,5.8,0,10,0,130,0,14,15.6,0,2873,17.500 
03-jun-2006,0,18.8,0,7.0,3,0.0,1021.0,5.3,0,12,0,120,0,16,13.2,0,2844,18.725 
04-jun-2006,0,21.6,0,10.1,0,0.0,1018.1,8.6,0,14,0,270,0,20,9.4,0,2115,18.825 
05-jun-2006,0,18.5,0,10.3,3,0.0,1016.9,7.7,0,13,0,120,0,16,10.6,0,2535,19.025 
06-jun-2006,0,23.9,0,9.5,3,0.0,1018.3,5.0,0,9,0,110,0,13,11.8,0,2614,20.250 
07-jun-2006,0,18.7,0,9.8,3,0.0,1018.2,5.0,0,9,0,110,0,13,15.5,0,2820,20.700 
08-jun-2006,0,22.2,0,8.5,3,0.0,1015.7,6.0,0,12,0,120,0,17,15.3,0,2807,21.125 
09-jun-2006,0,23.5,0,11.8,3,0.0,1010.0,10.0,0,19,0,130,0,26,14.2,0,2877,21.200 
10-jun-2006,0,22.0,0,13.5,2,0.0,1003.7,13.8,0,24,0,140,0,33,3.5,0,1418,19.725 
11-jun-2006,0,20.9,0,13.0,0,0.1,1006.3,10.8,0,17,0,140,0,24,13.1,0,2603,20.225 
12-jun-2006,0,21.2,0,12.0,2,0.0,1007.2,13.7,0,23,0,220,0,32,9.9,0,2441,20.275 
13-jun-2006,0,16.8,0,10.7,0,0.0,1012.5,7.3,0,13,0,260,0,17,1.9,0,1483,18.775 
14-jun-2006,0,16.9,0,7.6,3,0.0,1014.9,4.8,0,9,0,90,0,14,7.8,0,1863,18.625 
15-jun-2006,0,19.9,0,6.4,3,0.0,1012.2,5.4,0,10,0,250,0,14,5.0,0,1839,18.400 
16-jun-2006,0,21.0,0,12.3,2,0.0,1010.4,7.2,0,12,0,260,0,16,1.9,0,1555,19.525 
17-jun-2006,0,23.0,0,11.4,3,0.0,1007.1,5.7,0,11,0,250,0,15,5.6,0,2080,20.000 
18-jun-2006,0,18.9,0,12.8,0,8.0,998.2,10.1,0,21,0,240,0,31,1.2,0,808,18.550 
19-jun-2006,0,17.2,0,10.0,0,0.2,997.8,11.0,0,17,0,220,0,25,1.0,0,1105,16.750 
20-jun-2006,0,17.7,0,9.2,0,1.4,996.4,16.2,0,27,0,210,0,40,4.4,0,1277,15.325 
21-jun-2006,0,15.9,0,9.3,0,1.3,996.6,21.8,0,33,0,260,0,45,6.2,0,1999,14.325 
22-jun-2006,0,16.8,0,9.0,0,0.0,1002.8,16.2,0,28,0,280,0,34,4.6,0,2024,15.000 
23-jun-2006,0,17.7,0,9.1,0,0.0,1006.8,6.1,0,11,0,140,0,17,10.8,0,2624,17.825 
24-jun-2006,0,14.2,0,11.0,0,1.0,1004.7,5.6,0,9,0,280,0,12,0.0,0,607,16.925 
25-jun-2006,0,17.1,0,9.6,0,0.0,1007.2,10.8,0,17,0,40,0,23,13.1,0,2739,17.275 
26-jun-2006,0,12.5,0,11.1,0,1.8,1009.6,8.3,0,13,0,40,0,17,0.0,0,352,15.600 
27-jun-2006,0,13.5,0,9.8,0,1.1,1010.7,3.7,0,8,0,110,0,10,1.0,0,625,14.850 
28-jun-2006,0,20.3,0,9.7,0,0.1,1008.5,6.8,0,15,0,230,0,21,5.8,0,1577,16.450 
29-jun-2006,0,18.4,0,14.2,0,6.3,1008.6,7.9,0,14,0,170,0,22,0.2,0,650,16.625 
30-jun-2006,0,21.6,0,12.1,0,5.2,1011.3,5.7,0,10,0,130,0,15,5.8,0,1860,17.875 
01-jul-2006,0,23.5,0,9.2,3,0.0,1011.6,6.4,0,15,0,240,0,22,15.5,0,2786,18.675 
02-jul-2006,0,19.8,0,12.0,0,0.3,1010.6,4.6,0,8,0,50,0,12,1.9,0,1227,18.625 
03-jul-2006,0,21.2,0,13.4,2,0.0,1010.2,7.0,0,13,0,30,0,19,1.5,0,1602,18.950 
04-jul-2006,0,19.6,0,12.8,0,3.5,1007.0,6.7,0,16,0,40,0,21,3.0,0,1443,18.825 
05-jul-2006,0,24.4,0,11.4,0,0.0,1004.7,6.1,0,12,0,300,0,20,11.0,0,2226,19.675 
06-jul-2006,0,22.3,0,13.7,2,0.0,1004.1,9.8,0,19,0,270,0,24,2.2,0,1271,19.725 
07-jul-2006,0,20.2,0,12.0,2,0.0,1005.3,12.4,0,20,0,270,0,26,7.0,0,1805,19.275 
08-jul-2006,0,16.0,0,11.8,0,6.1,997.4,11.6,0,19,0,200,0,29,0.7,0,843,17.250 
09-jul-2006,0,18.7,0,11.5,0,0.7,997.6,14.6,0,27,0,270,0,34,2.6,0,1392,16.625 
10-jul-2006,0,21.4,0,7.7,0,0.1,1007.1,10.5,0,23,0,270,0,31,7.2,0,1850,16.975 
11-jul-2006,0,20.7,0,9.8,2,0.0,1011.9,10.6,0,16,0,260,0,23,9.5,0,1894,17.225 
12-jul-2006,0,19.2,0,9.1,2,0.0,1014.4,9.5,0,19,0,270,0,24,3.0,0,955,17.450 
13-jul-2006,0,18.7,0,6.9,3,0.0,1020.0,7.2,0,11,0,100,0,17,13.5,0,2552,17.650 
14-jul-2006,0,19.7,0,5.4,3,0.0,1022.8,6.8,0,14,0,130,0,18,15.1,0,2838,18.900 
15-jul-2006,0,18.7,0,8.7,3,0.0,1021.5,6.1,0,10,0,100,0,14,15.1,0,2846,19.875 
16-jul-2006,0,24.0,0,7.0,3,0.0,1018.4,4.8,0,11,0,120,0,15,12.8,0,2632,20.950 
17-jul-2006,0,26.1,0,12.8,3,0.0,1016.0,6.8,0,12,0,130,0,18,15.3,0,2743,22.675 
18-jul-2006,0,25.2,0,10.6,3,0.0,1011.1,6.0,0,11,0,110,0,14,14.2,0,2692,22.825 
19-jul-2006,0,26.5,0,13.6,0,0.2,1005.6,6.6,0,15,0,260,0,20,9.7,0,2275,23.150 
20-jul-2006,0,25.3,0,17.6,0,0.0,1005.5,7.2,0,14,0,230,0,19,7.9,0,1670,23.200 
21-jul-2006,0,22.6,0,14.2,0,0.1,1007.7,7.2,0,12,0,120,0,19,4.2,0,1506,22.375 
22-jul-2006,0,22.3,0,12.8,2,0.0,1004.8,9.0,0,16,0,150,0,23,5.6,0,1690,21.100 
23-jul-2006,0,23.1,0,12.9,0,0.0,1007.7,7.9,0,15,0,270,0,20,7.6,0,1597,20.875 
24-jul-2006,0,23.3,0,13.7,0,0.0,1009.5,6.9,0,15,0,140,0,20,12.8,0,2511,22.425 
25-jul-2006,0,23.6,0,11.5,0,0.0,1007.2,6.4,0,13,0,120,0,17,10.1,0,2310,22.800 
26-jul-2006,0,24.6,0,15.0,0,0.0,1006.1,8.4,0,12,0,230,0,17,6.8,0,1612,22.450 
27-jul-2006,0,22.8,0,14.5,0,0.0,1005.8,7.9,0,15,0,140,0,24,7.0,0,1690,22.075 
28-jul-2006,0,23.5,0,15.8,0,1.3,1002.0,6.9,0,12,0,140,0,18,2.9,0,1495,22.050 
29-jul-2006,0,23.2,0,12.9,0,1.2,994.2,13.2,0,21,0,140,0,30,4.5,0,1050,20.300 
30-jul-2006,0,22.7,0,11.8,0,3.5,995.0,12.0,0,24,0,240,0,38,9.3,0,1877,19.350 
31-jul-2006,0,19.4,0,13.1,0,1.2,993.7,14.0,0,21,0,240,0,29,0.7,0,1090,17.650 
01-aug-2006,0,20.9,0,12.2,0,0.1,997.7,17.2,0,24,0,290,0,33,10.0,0,2094,17.650 
02-aug-2006,0,20.1,0,11.9,3,0.0,1004.4,14.8,0,22,0,340,0,33,10.9,0,1836,17.675 
03-aug-2006,0,21.7,0,10.1,0,0.0,1008.8,9.4,0,14,0,330,0,20,11.4,0,2322,18.725 
04-aug-2006,0,20.6,0,11.2,0,0.4,1010.6,8.0,0,12,0,270,0,16,0.1,0,816,19.025 
05-aug-2006,0,25.3,0,16.7,2,0.0,1012.0,8.5,0,13,0,260,0,17,1.6,0,1335,20.700 
06-aug-2006,0,20.5,0,13.7,0,2.7,1013.2,7.1,0,12,0,240,0,16,0.9,0,607,19.750 
07-aug-2006,0,19.3,0,7.7,0,0.0,1016.7,7.2,0,13,0,330,0,18,7.2,0,1776,18.425 
08-aug-2006,0,20.9,0,5.6,0,4.1,1013.7,9.0,0,18,0,260,0,23,5.0,0,1353,17.475 
09-aug-2006,0,19.1,0,9.7,0,0.2,1011.1,14.0,0,23,0,300,0,31,6.9,0,1512,16.275 
10-aug-2006,0,17.9,0,12.2,0,0.6,1009.3,14.9,0,21,0,300,0,29,0.7,0,1150,16.250 
11-aug-2006,0,19.7,0,10.9,0,1.0,1009.0,11.1,0,17,0,290,0,23,1.7,0,1169,16.500 
12-aug-2006,0,17.0,0,9.8,3,0.0,1010.6,11.2,0,19,0,340,0,28,2.7,0,780,15.300 
13-aug-2006,0,18.4,0,9.6,0,0.0,1008.4,10.7,0,16,0,330,0,24,7.1,0,1391,15.725 
14-aug-2006,0,18.6,0,8.6,2,0.0,1005.5,8.0,0,14,0,290,0,18,5.2,0,1337,16.725 
15-aug-2006,0,14.6,0,11.1,0,10.0,997.0,6.5,0,13,0,260,0,16,0.0,0,428,15.850 
16-aug-2006,0,16.5,0,11.9,0,0.8,992.0,7.2,0,11,0,60,0,15,0.5,0,855,15.550 
17-aug-2006,0,19.2,0,10.7,0,0.4,991.5,7.2,0,12,0,50,0,17,7.4,0,1897,16.525 
18-aug-2006,0,19.1,0,11.6,0,4.2,992.7,5.7,0,13,0,250,0,17,2.6,0,1154,17.175 
19-aug-2006,0,18.9,0,13.3,0,18.5,996.8,12.0,0,17,0,280,0,22,0.8,0,721,16.575 
20-aug-2006,0,21.4,0,13.5,2,0.0,1004.0,12.2,0,17,0,290,0,23,4.4,0,1288,16.600 
21-aug-2006,0,20.1,0,11.4,0,0.1,1008.4,9.5,0,15,0,290,0,21,8.4,0,1468,16.575 
22-aug-2006,0,19.7,0,10.2,0,0.1,1006.6,7.6,0,16,0,250,0,22,1.3,0,971,16.375 
23-aug-2006,0,20.2,0,12.7,0,1.0,1001.5,8.0,0,13,0,260,0,18,2.8,0,1006,17.075 
24-aug-2006,0,19.2,0,7.5,3,0.0,1001.8,7.4,0,11,0,270,0,15,11.3,0,1990,16.725 
25-aug-2006,0,17.3,0,10.1,0,3.9,998.0,8.2,0,17,0,140,0,23,0.2,0,631,16.125 
26-aug-2006,0,19.1,0,13.4,0,1.0,1001.1,12.5,0,18,0,290,0,25,3.2,0,1167,16.175 
27-aug-2006,0,19.1,0,10.2,0,1.7,1002.9,14.0,0,20,0,270,0,27,7.2,0,1464,15.500 
28-aug-2006,0,17.9,0,9.6,0,2.0,1001.2,13.8,0,22,0,270,0,30,8.6,0,1497,14.750 
29-aug-2006,0,18.3,0,9.2,0,1.1,1003.5,13.0,0,20,0,310,0,29,11.1,0,1544,14.025 
30-aug-2006,0,18.1,0,8.8,0,3.6,1006.4,9.9,0,17,0,230,0,26,0.6,0,788,13.900 
31-aug-2006,0,22.8,0,15.1,0,0.1,1002.2,11.8,0,18,0,210,0,24,2.2,0,1099,16.625 
01-sep-2006,0,20.1,0,12.5,0,1.7,998.4,12.1,0,20,0,270,0,28,6.6,0,1332,16.300 
02-sep-2006,0,21.1,0,12.4,0,19.6,990.0,11.6,0,26,0,280,0,32,4.3,0,1231,15.900 
03-sep-2006,0,20.0,0,13.9,0,0.6,998.2,16.0,0,24,0,250,0,33,7.7,0,1443,16.550 
04-sep-2006,0,18.2,0,13.6,0,3.7,1010.2,9.4,0,16,0,260,0,21,0.1,0,709,15.875 
05-sep-2006,0,22.6,0,17.5,0,0.0,1006.5,14.1,0,22,0,230,0,32,6.9,0,1402,17.350 
06-sep-2006,0,18.4,0,10.5,0,1.4,1007.2,12.0,0,20,0,230,0,28,3.5,0,1107,17.050 
07-sep-2006,0,17.8,0,6.5,3,0.0,1015.8,8.1,0,12,0,330,0,19,10.8,0,1569,14.775 
08-sep-2006,0,18.4,0,4.7,0,0.0,1018.0,7.3,0,15,0,130,0,20,11.7,0,1887,14.500 
09-sep-2006,0,17.9,0,7.0,3,0.0,1012.3,9.9,0,16,0,140,0,23,5.6,0,1223,14.750 
10-sep-2006,0,19.1,0,12.0,0,0.1,1007.7,9.6,0,15,0,150,0,21,1.7,0,816,15.525 
11-sep-2006,0,18.6,0,13.8,0,11.6,1004.3,9.7,0,16,0,150,0,22,1.1,0,730,16.050 
12-sep-2006,0,20.3,0,11.2,0,0.3,999.2,7.7,0,15,0,220,0,22,4.1,0,897,16.375 
13-sep-2006,0,17.9,0,13.1,0,6.7,993.6,10.2,0,19,0,170,0,27,0.5,0,378,15.625 
14-sep-2006,0,17.9,0,8.9,0,0.0,997.1,6.1,0,11,0,310,0,17,6.1,0,1315,15.575 
15-sep-2006,0,18.3,0,6.4,3,0.0,1003.8,6.4,0,11,0,280,0,13,10.9,0,1688,14.200 
16-sep-2006,0,18.4,0,3.5,0,0.2,1002.5,4.8,0,13,0,140,0,18,11.2,0,1686,14.050 
17-sep-2006,0,19.5,0,10.2,0,0.4,1000.5,6.9,0,14,0,260,0,19,5.8,0,1062,15.975 
18-sep-2006,0,17.4,0,10.3,0,6.0,996.5,12.0,0,26,0,240,0,37,2.7,0,584,14.150 
19-sep-2006,0,17.3,0,10.2,3,0.0,996.3,15.4,0,25,0,260,0,33,6.5,0,1230,13.575 
20-sep-2006,0,19.9,0,16.7,0,1.7,988.8,15.9,0,25,0,200,0,35,0.3,0,282,15.025 
21-sep-2006,0,19.6,0,12.3,0,1.1,981.4,17.7,0,34,0,150,0,49,0.2,0,599,16.175 
22-sep-2006,0,17.9,0,11.8,0,1.8,989.0,12.0,0,19,0,150,0,30,2.7,0,840,14.900 
23-sep-2006,0,17.9,0,13.4,0,6.0,994.1,14.3,0,23,0,150,0,35,2.2,0,684,14.875 
24-sep-2006,0,17.4,0,13.3,0,8.9,993.5,9.7,0,18,0,130,0,26,4.2,0,800,15.400 
25-sep-2006,0,19.1,0,10.1,0,0.4,1000.2,6.2,0,12,0,270,0,17,3.6,0,826,15.150 
26-sep-2006,0,17.7,0,8.7,0,0.3,1004.9,5.8,0,10,0,230,0,14,4.0,0,870,14.300 
27-sep-2006,0,19.0,0,13.4,0,1.8,994.6,14.2,0,23,0,160,0,33,0.2,0,344,15.100 
28-sep-2006,0,16.9,0,10.3,0,0.1,992.5,9.1,0,16,0,240,0,24,1.5,0,725,14.350 
29-sep-2006,0,17.9,0,8.3,0,1.0,990.0,6.5,0,12,0,240,0,15,7.5,0,1087,13.900 
30-sep-2006,0,16.3,0,8.9,0,9.8,988.2,12.4,0,20,0,150,0,29,0.2,0,271,13.025 
01-oct-2006,0,16.0,0,9.7,0,6.8,986.4,6.8,0,11,0,130,0,18,1.7,0,623,13.400 
02-oct-2006,0,16.5,0,7.8,0,0.1,991.0,10.5,0,16,0,280,0,21,7.7,0,1087,13.275 
03-oct-2006,0,15.1,0,6.2,0,0.1,996.2,11.3,0,17,0,290,0,23,10.1,0,1183,11.500 
04-oct-2006,0,15.5,0,5.5,2,0.0,1000.8,9.8,0,14,0,240,0,19,4.6,0,978,10.750 
05-oct-2006,0,17.4,0,9.4,0,14.2,995.7,14.5,0,23,0,240,0,32,1.3,0,576,12.600 
06-oct-2006,0,15.2,0,8.3,0,7.2,990.5,16.3,0,25,0,290,0,34,4.3,0,730,13.050 
07-oct-2006,0,14.1,0,7.4,3,0.0,1001.0,15.0,0,21,0,260,0,27,3.9,0,685,10.800 
08-oct-2006,0,15.5,0,11.2,0,12.6,996.8,11.3,0,24,0,130,0,32,0.1,0,241,11.550 
09-oct-2006,0,15.9,0,6.1,0,0.7,1000.3,8.9,0,21,0,270,0,29,9.5,0,1146,12.100 
10-oct-2006,0,15.2,0,2.8,0,4.6,1001.2,9.1,0,21,0,140,0,26,6.8,0,956,10.750 
11-oct-2006,0,15.8,0,10.6,0,10.4,995.3,11.2,0,25,0,150,0,34,4.9,0,739,13.175 
12-oct-2006,0,16.8,0,9.2,2,0.0,1006.9,9.3,0,19,0,200,0,26,5.3,0,827,12.125 
13-oct-2006,0,16.9,0,9.1,0,0.1,1016.7,10.0,0,17,0,150,0,25,1.8,0,503,12.025 
14-oct-2006,0,15.4,0,11.5,0,0.1,1017.0,10.3,0,17,0,140,0,24,6.8,0,815,13.050 
15-oct-2006,0,15.2,0,9.4,3,0.0,1015.2,8.7,0,15,0,90,0,19,0.8,0,426,12.625 
16-oct-2006,0,14.7,0,8.3,0,0.2,1006.9,7.3,0,12,0,130,0,17,0.5,0,337,11.400 
17-oct-2006,0,15.9,0,9.5,0,8.7,996.0,7.8,0,14,0,100,0,19,0.1,0,238,12.675 
18-oct-2006,0,16.2,0,11.3,0,0.2,988.2,9.1,0,16,0,120,0,20,3.1,0,614,12.775 
19-oct-2006,0,14.8,0,6.6,0,7.6,977.0,8.9,0,14,0,80,0,21,0.0,0,164,12.975 
20-oct-2006,0,16.5,0,6.8,0,0.1,977.3,3.8,0,7,0,270,0,12,3.0,0,528,12.075 
21-oct-2006,0,15.8,0,9.4,0,3.1,974.8,8.2,0,19,0,240,0,30,4.9,0,556,12.325 
22-oct-2006,0,13.6,0,7.8,0,0.3,976.2,10.4,0,23,0,250,0,32,4.7,0,566,11.475 
23-oct-2006,0,13.4,0,5.4,2,0.0,981.1,6.2,0,16,0,250,0,20,6.9,0,699,10.275 
24-oct-2006,0,14.0,0,5.3,3,0.0,986.5,9.9,0,18,0,260,0,23,5.7,0,718,9.425 
25-oct-2006,0,15.9,0,7.0,0,25.1,983.9,11.4,0,23,0,90,0,34,0.0,0,88,9.900 
26-oct-2006,0,15.5,0,6.9,0,1.8,988.5,19.2,0,28,0,280,0,40,7.3,0,650,10.675 
27-oct-2006,0,14.2,0,7.1,0,1.4,1004.9,9.8,0,18,0,220,0,27,1.5,0,395,9.625 
28-oct-2006,0,16.4,0,10.3,0,0.4,1008.8,14.9,0,23,0,260,0,31,0.0,0,326,12.375 
29-oct-2006,0,13.9,0,5.2,3,0.0,1012.1,6.2,0,11,0,140,0,14,2.5,0,380,10.700 
30-oct-2006,0,16.0,0,10.0,0,0.8,1003.1,14.5,0,25,0,260,0,33,2.4,0,385,12.200 
31-oct-2006,0,11.9,0,3.0,0,0.4,1005.7,16.6,0,30,0,270,0,39,3.8,0,502,10.150 
01-nov-2006,0,10.0,0,1.0,3,0.0,1022.0,7.0,0,11,0,310,0,15,8.8,0,722,6.775 
02-nov-2006,0,9.7,1,-0.6,3,0.0,1026.3,4.7,0,8,0,40,0,11,8.2,0,694,5.375 
03-nov-2006,0,9.4,1,-2.1,3,0.0,1024.8,5.1,0,10,0,260,0,12,7.9,0,643,4.700 
04-nov-2006,0,11.7,0,3.3,3,0.0,1024.8,10.9,0,16,0,270,0,20,7.6,0,640,5.600 
05-nov-2006,0,11.1,0,5.3,3,0.0,1021.8,10.7,0,16,0,260,0,21,0.1,0,401,7.150 
06-nov-2006,0,12.7,0,3.0,3,0.0,1015.5,4.6,0,10,0,250,0,14,8.6,0,663,6.950 
07-nov-2006,0,12.7,0,4.8,0,4.0,1007.9,6.3,0,11,0,230,0,15,0.1,0,222,8.025 
08-nov-2006,0,12.8,0,4.0,0,0.2,1010.8,12.5,0,21,0,260,0,26,1.4,0,308,9.375 
09-nov-2006,0,9.7,0,1.6,3,0.0,1021.0,6.9,0,12,0,260,0,15,7.3,0,585,6.100 
10-nov-2006,0,14.0,0,3.2,0,0.5,1013.7,11.6,0,21,0,220,0,30,0.0,0,113,7.175 
11-nov-2006,0,11.1,0,5.5,2,0.0,1009.7,19.0,0,28,0,260,0,38,0.9,0,349,7.625 
12-nov-2006,0,12.9,0,7.5,0,0.4,1005.2,14.2,0,23,0,240,0,33,0.7,0,270,8.250 
13-nov-2006,0,13.1,0,8.4,0,0.5,995.3,18.4,0,27,0,260,0,37,2.7,0,369,9.450 
14-nov-2006,0,10.3,0,7.7,2,0.0,992.5,10.7,0,15,0,240,0,21,0.1,0,181,8.225 
15-nov-2006,0,12.9,0,5.8,0,29.7,981.2,7.8,0,23,0,260,0,29,0.0,0,56,8.450 
16-nov-2006,0,7.1,0,4.6,0,0.1,979.8,12.1,0,19,0,250,0,26,2.2,0,249,7.125 
17-nov-2006,0,8.1,0,2.0,0,2.7,980.8,13.5,0,22,0,240,0,31,3.7,0,365,5.400 
18-nov-2006,0,6.5,0,2.4,0,0.7,993.5,17.4,0,31,0,240,0,43,4.6,0,363,4.175 
19-nov-2006,0,11.6,0,1.0,0,4.5,992.2,17.2,0,32,0,200,0,45,0.5,0,171,4.450 
20-nov-2006,0,10.2,0,4.4,0,0.1,987.0,16.5,0,23,0,250,0,33,5.6,0,389,6.175 
21-nov-2006,0,7.4,0,2.8,2,0.0,987.4,18.1,0,24,0,270,0,37,5.4,0,375,4.525 
22-nov-2006,0,9.7,0,2.4,0,12.4,976.3,9.1,0,18,0,140,0,25,0.0,0,141,5.425 
23-nov-2006,0,11.1,0,4.5,0,0.4,966.5,21.1,0,29,0,250,0,40,5.2,0,345,6.675 
24-nov-2006,0,10.6,0,3.9,0,4.4,970.5,8.6,0,21,0,230,0,27,0.0,0,103,5.750 
25-nov-2006,0,9.1,0,3.7,2,0.0,978.5,14.6,0,22,0,240,0,33,5.0,0,411,5.325 
26-nov-2006,0,11.6,0,3.1,0,2.5,988.4,11.7,0,29,0,150,0,42,4.8,0,324,5.525 
27-nov-2006,0,12.6,0,8.6,0,0.9,987.1,16.2,0,27,0,160,0,40,5.2,0,355,7.575 
28-nov-2006,0,10.8,0,6.1,0,0.8,995.7,12.5,0,20,0,250,0,30,4.0,0,363,6.700 
29-nov-2006,0,12.7,0,6.7,2,0.0,1007.4,14.2,0,21,0,200,0,34,1.9,0,259,7.025 
30-nov-2006,0,14.3,0,11.6,0,4.3,1000.8,20.1,0,29,0,190,0,44,0.0,0,32,8.375 
01-dec-2006,0,13.4,0,4.3,0,0.1,996.0,14.8,0,30,0,200,0,47,4.8,0,339,7.825 
02-dec-2006,0,11.9,0,5.5,0,1.5,982.0,16.5,0,25,0,170,0,36,4.7,0,328,6.150 
03-dec-2006,0,12.3,0,5.7,0,9.5,969.0,27.0,0,42,0,240,0,67,0.8,0,164,7.050 
04-dec-2006,0,13.0,0,5.8,0,2.8,976.0,18.5,0,28,0,240,0,40,0.9,0,142,6.600 
05-dec-2006,0,11.8,0,6.5,0,9.2,972.9,17.3,0,25,0,230,0,34,3.2,0,292,7.450 
06-dec-2006,0,11.3,0,5.9,0,1.4,980.7,17.4,0,24,0,190,0,40,0.8,0,168,6.600 
07-dec-2006,0,10.6,0,5.5,0,14.7,966.8,21.9,0,30,0,240,0,46,0.7,0,146,6.825 
08-dec-2006,0,6.6,0,1.7,3,0.0,981.4,13.2,0,19,0,280,0,24,4.9,0,294,4.700 
09-dec-2006,0,5.8,0,2.0,3,0.0,1002.2,13.0,0,18,0,270,0,25,6.0,0,335,3.400 
10-dec-2006,0,13.3,0,4.8,0,3.9,1000.2,19.9,0,26,0,220,0,39,0.0,0,85,6.150 
11-dec-2006,0,12.5,0,4.3,0,4.3,995.8,18.7,0,29,0,270,0,37,5.5,0,321,6.725 
12-dec-2006,0,10.3,0,4.4,2,0.0,999.4,20.0,0,33,0,220,0,47,2.3,0,246,5.350 
13-dec-2006,0,13.3,0,8.0,2,0.0,999.8,22.5,0,30,0,220,0,48,0.0,0,137,7.625 
14-dec-2006,0,13.4,0,6.4,0,10.3,1000.8,12.8,2,29,0,230,0,42,0.0,0,81,8.875 
15-dec-2006,0,7.2,0,1.8,0,8.6,1006.3,8.3,0,14,0,250,0,19,0.0,0,32,6.450 
16-dec-2006,0,6.7,0,2.1,3,0.0,1010.8,12.2,0,16,0,240,0,21,6.4,0,322,4.050 
17-dec-2006,0,7.2,0,2.8,0,2.1,1014.1,8.5,0,14,0,240,0,19,0.3,0,204,4.375 
18-dec-2006,0,6.0,0,4.0,3,0.0,1018.2,5.8,0,11,0,250,0,14,0.0,0,107,5.150 
19-dec-2006,0,5.1,1,-1.0,3,0.0,1026.6,5.6,0,9,0,270,0,12,0.1,0,186,4.550 
20-dec-2006,0,7.0,1,-2.0,3,0.0,1029.2,3.8,0,7,0,290,0,10,5.6,0,299,2.350 
21-dec-2006,0,7.9,0,0.3,3,0.0,1031.2,7.2,0,14,0,230,0,20,6.6,0,323,1.925 
22-dec-2006,0,7.5,1,-0.4,3,0.0,1032.3,4.7,0,9,0,220,0,11,3.9,0,234,2.650 
23-dec-2006,0,5.3,1,-2.7,3,0.0,1031.0,3.0,0,5,0,300,0,9,0.0,0,111,1.950 
24-dec-2006,0,7.3,0,3.3,0,0.0,1027.9,4.2,0,9,0,130,0,12,0.5,0,151,3.750 
25-dec-2006,0,6.6,0,3.8,2,0.0,1024.8,3.7,0,10,0,160,0,13,0.0,0,34,4.450 
26-dec-2006,0,7.6,0,6.5,0,2.4,1020.7,7.2,0,12,0,160,0,17,0.0,0,32,5.400 
27-dec-2006,0,9.1,0,3.8,0,5.6,1013.5,8.6,0,16,0,150,0,22,0.0,0,24,5.850 
28-dec-2006,0,11.2,0,3.8,0,3.3,1004.3,10.2,0,25,0,160,0,34,3.2,0,235,6.200 
29-dec-2006,0,13.5,0,7.8,0,6.6,985.6,20.9,0,33,0,250,0,52,2.2,0,213,8.025 
